Date,euro_dollar_exchange_rate
2003-06-18,0.848464
2003-06-19,0.855066
2003-06-20,0.85317
2003-06-21,0.85317
2003-06-22,0.85317
2003-06-23,0.863595
2003-06-24,0.865913
2003-06-25,0.865913
2003-06-26,0.86915
2003-06-27,0.87512
2003-06-28,0.87512
2003-06-29,0.87512
2003-06-30,0.874279
2003-07-01,0.869641
2003-07-02,0.864491
2003-07-03,0.866363
2003-07-04,0.869868
2003-07-05,0.869868
2003-07-06,0.869868
2003-07-07,0.87089
2003-07-08,0.87089
2003-07-09,0.883236
2003-07-10,0.880747
2003-07-11,0.880747
2003-07-12,0.880747
2003-07-13,0.880747
2003-07-14,0.880747
2003-07-15,0.886132
2003-07-16,0.895015
2003-07-17,0.891663
2003-07-18,0.891743
2003-07-19,0.891743
2003-07-20,0.891743
2003-07-21,0.889126
2003-07-22,0.882223
2003-07-23,0.881951
2003-07-24,0.870436
2003-07-25,0.87165
2003-07-26,0.87165
2003-07-27,0.87165
2003-07-28,0.869943
2003-07-29,0.870019
2003-07-30,0.874546
2003-07-31,0.880476
2003-08-01,0.890115
2003-08-02,0.890115
2003-08-03,0.890115
2003-08-04,0.886721
2003-08-05,0.880437
2003-08-06,0.877501
2003-08-07,0.882223
2003-08-08,0.879044
2003-08-09,0.879044
2003-08-10,0.879044
2003-08-11,0.886564
2003-08-12,0.886564
2003-08-13,0.886603
2003-08-14,0.883353
2003-08-15,0.888573
2003-08-16,0.888573
2003-08-17,0.888573
2003-08-18,0.888494
2003-08-19,0.896821
2003-08-20,0.897586
2003-08-21,0.899119
2003-08-22,0.915416
2003-08-23,0.915416
2003-08-24,0.915416
2003-08-25,0.920006
2003-08-26,0.920006
2003-08-27,0.920006
2003-08-28,0.920853
2003-08-29,0.918695
2003-08-30,0.918695
2003-08-31,0.910457
2003-09-01,0.910374
2003-09-02,0.914746
2003-09-03,0.925283
2003-09-04,0.922637
2003-09-05,0.922637
2003-09-06,0.922637
2003-09-07,0.922637
2003-09-08,0.900698
2003-09-09,0.903628
2003-09-10,0.903628
2003-09-11,0.891902
2003-09-12,0.891902
2003-09-13,0.891902
2003-09-14,0.891902
2003-09-15,0.891902
2003-09-16,0.889245
2003-09-17,0.889245
2003-09-18,0.885857
2003-09-19,0.885857
2003-09-20,0.885857
2003-09-21,0.885857
2003-09-22,0.873553
2003-09-23,0.871916
2003-09-24,0.871916
2003-09-25,0.871916
2003-09-26,0.871916
2003-09-27,0.871916
2003-09-28,0.871916
2003-09-29,0.874164
2003-09-30,0.860067
2003-10-01,0.854299
2003-10-02,0.854299
2003-10-03,0.855066
2003-10-04,0.855066
2003-10-05,0.855066
2003-10-06,0.855066
2003-10-07,0.855066
2003-10-08,0.849726
2003-10-09,0.849726
2003-10-10,0.853206
2003-10-11,0.853206
2003-10-12,0.853206
2003-10-13,0.846776
2003-10-14,0.853206
2003-10-15,0.853097
2003-10-16,0.859734
2003-10-17,0.855542
2003-10-18,0.855542
2003-10-19,0.855542
2003-10-20,0.858811
2003-10-21,0.857486
2003-10-22,0.857743
2003-10-23,0.857743
2003-10-24,0.84814
2003-10-25,0.84814
2003-10-26,0.84814
2003-10-27,0.849798
2003-10-28,0.851173
2003-10-29,0.853971
2003-10-30,0.856458
2003-10-31,0.855286
2003-11-01,0.855286
2003-11-02,0.855286
2003-11-03,0.863483
2003-11-04,0.87241
2003-11-05,0.870057
2003-11-06,0.875005
2003-11-07,0.876117
2003-11-08,0.876117
2003-11-09,0.876117
2003-11-10,0.869527
2003-11-11,0.868772
2003-11-12,0.867943
2003-11-13,0.859845
2003-11-14,0.852479
2003-11-15,0.852479
2003-11-16,0.852479
2003-11-17,0.848392
2003-11-18,0.846131
2003-11-19,0.84016
2003-11-20,0.839842
2003-11-21,0.841149
2003-11-22,0.841149
2003-11-23,0.841149
2003-11-24,0.841715
2003-11-25,0.849329
2003-11-26,0.847709
2003-11-27,0.838153
2003-11-28,0.838153
2003-11-29,0.838153
2003-11-30,0.838153
2003-12-01,0.834759
2003-12-02,0.835108
2003-12-03,0.827096
2003-12-04,0.827096
2003-12-05,0.827541
2003-12-06,0.827541
2003-12-07,0.827541
2003-12-08,0.821794
2003-12-09,0.818364
2003-12-10,0.817561
2003-12-11,0.8189
2003-12-12,0.822842
2003-12-13,0.822842
2003-12-14,0.822842
2003-12-15,0.813968
2003-12-16,0.813537
2003-12-17,0.811392
2003-12-18,0.808244
2003-12-19,0.805575
2003-12-20,0.805575
2003-12-21,0.805575
2003-12-22,0.810045
2003-12-23,0.805802
2003-12-24,0.806907
2003-12-25,0.806907
2003-12-26,0.806907
2003-12-27,0.806907
2003-12-28,0.806907
2003-12-29,0.806907
2003-12-30,0.800544
2003-12-31,0.800544
2004-01-01,0.800544
2004-01-02,0.79694
2004-01-03,0.79694
2004-01-04,0.79694
2004-01-05,0.789484
2004-01-06,0.789546
2004-01-07,0.78373
2004-01-08,0.790608
2004-01-09,0.790608
2004-01-10,0.790608
2004-01-11,0.790608
2004-01-12,0.779059
2004-01-13,0.782473
2004-01-14,0.784252
2004-01-15,0.79017
2004-01-16,0.79425
2004-01-17,0.79425
2004-01-18,0.79425
2004-01-19,0.807722
2004-01-20,0.807722
2004-01-21,0.79564
2004-01-22,0.790826
2004-01-23,0.787185
2004-01-24,0.787185
2004-01-25,0.787185
2004-01-26,0.787185
2004-01-27,0.793493
2004-01-28,0.791452
2004-01-29,0.802826
2004-01-30,0.806875
2004-01-31,0.806875
2004-02-01,0.806875
2004-02-02,0.806875
2004-02-03,0.80564
2004-02-04,0.80564
2004-02-05,0.797162
2004-02-06,0.797289
2004-02-07,0.797289
2004-02-08,0.797289
2004-02-09,0.792079
2004-02-10,0.792079
2004-02-11,0.787619
2004-02-12,0.781219
2004-02-13,0.781036
2004-02-14,0.781036
2004-02-15,0.781036
2004-02-16,0.785176
2004-02-17,0.783116
2004-02-18,0.779089
2004-02-19,0.789048
2004-02-20,0.787216
2004-02-21,0.787216
2004-02-22,0.787216
2004-02-23,0.787216
2004-02-24,0.796559
2004-02-25,0.787619
2004-02-26,0.800224
2004-02-27,0.804085
2004-02-28,0.804085
2004-02-29,0.804085
2004-03-01,0.800096
2004-03-02,0.803213
2004-03-03,0.818163
2004-03-04,0.820647
2004-03-05,0.820176
2004-03-06,0.820176
2004-03-07,0.820176
2004-03-08,0.8072
2004-03-09,0.806159
2004-03-10,0.812579
2004-03-11,0.812579
2004-03-12,0.811655
2004-03-13,0.811655
2004-03-14,0.811655
2004-03-15,0.818967
2004-03-16,0.815295
2004-03-17,0.814896
2004-03-18,0.817094
2004-03-19,0.807494
2004-03-20,0.807494
2004-03-21,0.807494
2004-03-22,0.813438
2004-03-23,0.810406
2004-03-24,0.810406
2004-03-25,0.822808
2004-03-26,0.824436
2004-03-27,0.824436
2004-03-28,0.824436
2004-03-29,0.824436
2004-03-30,0.820042
2004-03-31,0.821524
2004-04-01,0.821524
2004-04-02,0.808767
2004-04-03,0.808767
2004-04-04,0.808767
2004-04-05,0.825866
2004-04-06,0.83316
2004-04-07,0.824436
2004-04-08,0.824436
2004-04-09,0.824436
2004-04-10,0.824436
2004-04-11,0.824436
2004-04-12,0.824436
2004-04-13,0.828535
2004-04-14,0.837907
2004-04-15,0.835562
2004-04-16,0.834829
2004-04-17,0.834829
2004-04-18,0.834829
2004-04-19,0.831601
2004-04-20,0.83212
2004-04-21,0.842922
2004-04-22,0.844345
2004-04-23,0.840336
2004-04-24,0.840336
2004-04-25,0.840336
2004-04-26,0.840336
2004-04-27,0.840336
2004-04-28,0.838258
2004-04-29,0.838258
2004-04-30,0.838258
2004-05-01,0.838258
2004-05-02,0.838258
2004-05-03,0.83455
2004-05-04,0.837837
2004-05-05,0.825798
2004-05-06,0.82247
2004-05-07,0.827917
2004-05-08,0.827917
2004-05-09,0.827917
2004-05-10,0.829462
2004-05-11,0.843064
2004-05-12,0.842566
2004-05-13,0.840301
2004-05-14,0.846704
2004-05-15,0.846704
2004-05-16,0.846704
2004-05-17,0.840795
2004-05-18,0.832258
2004-05-19,0.836295
2004-05-20,0.832466
2004-05-21,0.832466
2004-05-22,0.832466
2004-05-23,0.832466
2004-05-24,0.83382
2004-05-25,0.832986
2004-05-26,0.826241
2004-05-27,0.825866
2004-05-28,0.825866
2004-05-29,0.825866
2004-05-30,0.825866
2004-05-31,0.81706
2004-06-01,0.81984
2004-06-02,0.816927
2004-06-03,0.816927
2004-06-04,0.818465
2004-06-05,0.818465
2004-06-06,0.818465
2004-06-07,0.813173
2004-06-08,0.811886
2004-06-09,0.815428
2004-06-10,0.830358
2004-06-11,0.826139
2004-06-12,0.826139
2004-06-13,0.826139
2004-06-14,0.826139
2004-06-15,0.829394
2004-06-16,0.822233
2004-06-17,0.832882
2004-06-18,0.829772
2004-06-19,0.829772
2004-06-20,0.829772
2004-06-21,0.823757
2004-06-22,0.825389
2004-06-23,0.825696
2004-06-24,0.82689
2004-06-25,0.821322
2004-06-26,0.821322
2004-06-27,0.821322
2004-06-28,0.821052
2004-06-29,0.820984
2004-06-30,0.827883
2004-07-01,0.820648
2004-07-02,0.822673
2004-07-03,0.822673
2004-07-04,0.822673
2004-07-05,0.812216
2004-07-06,0.813968
2004-07-07,0.814001
2004-07-08,0.808538
2004-07-09,0.807037
2004-07-10,0.807037
2004-07-11,0.807037
2004-07-12,0.805639
2004-07-13,0.805802
2004-07-14,0.808048
2004-07-15,0.807494
2004-07-16,0.809291
2004-07-17,0.809291
2004-07-18,0.809291
2004-07-19,0.804085
2004-07-20,0.803697
2004-07-21,0.811655
2004-07-22,0.815727
2004-07-23,0.817361
2004-07-24,0.817361
2004-07-25,0.817361
2004-07-26,0.82631
2004-07-27,0.823418
2004-07-28,0.829325
2004-07-29,0.82991
2004-07-30,0.830254
2004-07-31,0.830254
2004-08-01,0.83129
2004-08-02,0.831774
2004-08-03,0.831774
2004-08-04,0.831497
2004-08-05,0.82991
2004-08-06,0.829772
2004-08-07,0.829772
2004-08-08,0.829772
2004-08-09,0.814299
2004-08-10,0.814863
2004-08-11,0.81676
2004-08-12,0.818029
2004-08-13,0.816693
2004-08-14,0.816693
2004-08-15,0.816693
2004-08-16,0.807918
2004-08-17,0.809061
2004-08-18,0.809487
2004-08-19,0.810537
2004-08-20,0.808604
2004-08-21,0.808604
2004-08-22,0.808604
2004-08-23,0.811853
2004-08-24,0.823791
2004-08-25,0.827883
2004-08-26,0.827438
2004-08-27,0.82648
2004-08-28,0.82648
2004-08-29,0.82648
2004-08-30,0.8296
2004-08-31,0.8296
2004-09-01,0.820984
2004-09-02,0.821322
2004-09-03,0.82122
2004-09-04,0.82122
2004-09-05,0.82122
2004-09-06,0.829325
2004-09-07,0.827609
2004-09-08,0.827335
2004-09-09,0.827335
2004-09-10,0.817361
2004-09-11,0.817361
2004-09-12,0.817361
2004-09-13,0.8142
2004-09-14,0.815162
2004-09-15,0.815494
2004-09-16,0.822741
2004-09-17,0.820681
2004-09-18,0.820681
2004-09-19,0.820681
2004-09-20,0.821321
2004-09-21,0.734046
2004-09-22,0.811096
2004-09-23,0.81656
2004-09-24,0.815195
2004-09-25,0.815195
2004-09-26,0.815195
2004-09-27,0.814166
2004-09-28,0.812843
2004-09-29,0.81126
2004-09-30,0.810898
2004-10-01,0.8113
2004-10-02,0.80538
2004-10-03,0.80538
2004-10-04,0.8109
2004-10-05,0.814034
2004-10-06,0.812249
2004-10-07,0.8122
2004-10-08,0.810668
2004-10-09,0.810668
2004-10-10,0.810668
2004-10-11,0.80748
2004-10-12,0.807526
2004-10-13,0.812315
2004-10-14,0.811194
2004-10-15,0.807461
2004-10-16,0.807461
2004-10-17,0.807461
2004-10-18,0.801122
2004-10-19,0.800384
2004-10-20,0.799073
2004-10-21,0.794502
2004-10-22,0.79277
2004-10-23,0.79277
2004-10-24,0.79277
2004-10-25,0.786256
2004-10-26,0.780671
2004-10-27,0.783914
2004-10-28,0.786875
2004-10-29,0.78456
2004-10-30,0.781922
2004-10-31,0.781922
2004-11-01,0.780823
2004-11-02,0.784868
2004-11-03,0.786627
2004-11-04,0.779788
2004-11-05,0.777182
2004-11-06,0.777182
2004-11-07,0.777182
2004-11-08,0.771099
2004-11-09,0.774413
2004-11-10,0.775344
2004-11-11,0.776187
2004-11-12,0.774443
2004-11-13,0.774443
2004-11-14,0.774443
2004-11-15,0.770297
2004-11-16,0.773186
2004-11-17,0.771337
2004-11-18,0.767106
2004-11-19,0.771575
2004-11-20,0.771575
2004-11-21,0.771575
2004-11-22,0.766607
2004-11-23,0.767106
2004-11-24,0.763563
2004-11-25,0.7636
2004-11-26,0.753949
2004-11-27,0.753949
2004-11-28,0.753949
2004-11-29,0.752757
2004-11-30,0.75392
2004-12-01,0.751315
2004-12-02,0.750272
2004-12-03,0.753494
2004-12-04,0.753494
2004-12-05,0.753494
2004-12-06,0.74366
2004-12-07,0.744823
2004-12-08,0.744574
2004-12-09,0.749991
2004-12-10,0.750638
2004-12-11,0.750638
2004-12-12,0.750638
2004-12-13,0.757088
2004-12-14,0.751258
2004-12-15,0.751654
2004-12-16,0.746491
2004-12-17,0.755316
2004-12-18,0.755316
2004-12-19,0.755316
2004-12-20,0.750751
2004-12-21,0.7508
2004-12-22,0.748307
2004-12-23,0.747021
2004-12-24,0.740604
2004-12-25,0.740604
2004-12-26,0.740604
2004-12-27,0.740604
2004-12-28,0.740604
2004-12-29,0.733972
2004-12-30,0.734862
2004-12-31,0.66141
2005-01-01,0.66141
2005-01-02,0.66141
2005-01-03,0.66141
2005-01-04,0.742363
2005-01-05,0.753409
2005-01-06,0.754973
2005-01-07,0.757892
2005-01-08,0.755658
2005-01-09,0.765785
2005-01-10,0.766195
2005-01-11,0.762747
2005-01-12,0.760717
2005-01-13,0.756001
2005-01-14,0.756115
2005-01-15,0.764059
2005-01-16,0.763271
2005-01-17,0.763271
2005-01-18,0.76403
2005-01-19,0.766607
2005-01-20,0.764
2005-01-21,0.772648
2005-01-22,0.772648
2005-01-23,0.767018
2005-01-24,0.767018
2005-01-25,0.76558
2005-01-26,0.766901
2005-01-27,0.766489
2005-01-28,0.768374
2005-01-29,0.768374
2005-01-30,0.767136
2005-01-31,0.767136
2005-02-01,0.767195
2005-02-02,0.76861
2005-02-03,0.765082
2005-02-04,0.771575
2005-02-05,0.777907
2005-02-06,0.773545
2005-02-07,0.777756
2005-02-08,0.778634
2005-02-09,0.783976
2005-02-10,0.78416
2005-02-11,0.781403
2005-02-12,0.777303
2005-02-13,0.777938
2005-02-14,0.777938
2005-02-15,0.770564
2005-02-16,0.768138
2005-02-17,0.768876
2005-02-18,0.768197
2005-02-19,0.768197
2005-02-20,0.768197
2005-02-21,0.765668
2005-02-22,0.765462
2005-02-23,0.754404
2005-02-24,0.756058
2005-02-25,0.755059
2005-02-26,0.758121
2005-02-27,0.757719
2005-02-28,0.757892
2005-03-01,0.753665
2005-03-02,0.75985
2005-03-03,0.763097
2005-03-04,0.761963
2005-03-05,0.759676
2005-03-06,0.75523
2005-03-07,0.75503
2005-03-08,0.758466
2005-03-09,0.753949
2005-03-10,0.749822
2005-03-11,0.744851
2005-03-12,0.746185
2005-03-13,0.742363
2005-03-14,0.743246
2005-03-15,0.746408
2005-03-16,0.750244
2005-03-17,0.745962
2005-03-18,0.749204
2005-03-19,0.752842
2005-03-20,0.750328
2005-03-21,0.751287
2005-03-22,0.758208
2005-03-23,0.757289
2005-03-24,0.767695
2005-03-25,0.77009
2005-03-26,0.771784
2005-03-27,0.771754
2005-03-28,0.771992
2005-03-29,0.776307
2005-03-30,0.774323
2005-03-31,0.771575
2005-04-01,0.769853
2005-04-02,0.773305
2005-04-03,0.776096
2005-04-04,0.776187
2005-04-05,0.779636
2005-04-06,0.778665
2005-04-07,0.777635
2005-04-08,0.775104
2005-04-09,0.778362
2005-04-10,0.773126
2005-04-11,0.774623
2005-04-12,0.772499
2005-04-13,0.776488
2005-04-14,0.774653
2005-04-15,0.780914
2005-04-16,0.773395
2005-04-17,0.773545
2005-04-18,0.773545
2005-04-19,0.768669
2005-04-20,0.766901
2005-04-21,0.764146
2005-04-22,0.762369
2005-04-23,0.76438
2005-04-24,0.764906
2005-04-25,0.765199
2005-04-26,0.771218
2005-04-27,0.771486
2005-04-28,0.771635
2005-04-29,0.774443
2005-04-30,0.774563
2005-05-01,0.773964
2005-05-02,0.773964
2005-05-03,0.778513
2005-05-04,0.77679
2005-05-05,0.772141
2005-05-06,0.772947
2005-05-07,0.779788
2005-05-08,0.780732
2005-05-09,0.779332
2005-05-10,0.779393
2005-05-11,0.777182
2005-05-12,0.780062
2005-05-13,0.786658
2005-05-14,0.79092
2005-05-15,0.781219
2005-05-16,0.793242
2005-05-17,0.792016
2005-05-18,0.791609
2005-05-19,0.791233
2005-05-20,0.791891
2005-05-21,0.79694
2005-05-22,0.796622
2005-05-23,0.796718
2005-05-24,0.795071
2005-05-25,0.795007
2005-05-26,0.792864
2005-05-27,0.798053
2005-05-28,0.797289
2005-05-29,0.795767
2005-05-30,0.795767
2005-05-31,0.801828
2005-06-01,0.809881
2005-06-02,0.816027
2005-06-03,0.813769
2005-06-04,0.815428
2005-06-05,0.818934
2005-06-06,0.817862
2005-06-07,0.814233
2005-06-08,0.814929
2005-06-09,0.811227
2005-06-10,0.819269
2005-06-11,0.825457
2005-06-12,0.82498
2005-06-13,0.82498
2005-06-14,0.830668
2005-06-15,0.830565
2005-06-16,0.826617
2005-06-17,0.827438
2005-06-18,0.818063
2005-06-19,0.813107
2005-06-20,0.816993
2005-06-21,0.823927
2005-06-22,0.823791
2005-06-23,0.824504
2005-06-24,0.829359
2005-06-25,0.827849
2005-06-26,0.827849
2005-06-27,0.826959
2005-06-28,0.82149
2005-06-29,0.827643
2005-06-30,0.827164
2005-07-01,0.828775
2005-07-02,0.834968
2005-07-03,0.836295
2005-07-04,0.836925
2005-07-05,0.840442
2005-07-06,0.840195
2005-07-07,0.838118
2005-07-08,0.83754
2005-07-09,0.837626
2005-07-10,0.835178
2005-07-11,0.837837
2005-07-12,0.836116
2005-07-13,0.820042
2005-07-14,0.827849
2005-07-15,0.826276
2005-07-16,0.830254
2005-07-17,0.830254
2005-07-18,0.831497
2005-07-19,0.829738
2005-07-20,0.834272
2005-07-21,0.832189
2005-07-22,0.82464
2005-07-23,0.825593
2005-07-24,0.828432
2005-07-25,0.828432
2005-07-26,0.830461
2005-07-27,0.831428
2005-07-28,0.830599
2005-07-29,0.827506
2005-07-30,0.82498
2005-07-31,0.82498
2005-08-01,0.823282
2005-08-02,0.820042
2005-08-03,0.818867
2005-08-04,0.811227
2005-08-05,0.807722
2005-08-06,0.807722
2005-08-07,0.807722
2005-08-08,0.81057
2005-08-09,0.808571
2005-08-10,0.80952
2005-08-11,0.808113
2005-08-12,0.804214
2005-08-13,0.804279
2005-08-14,0.803762
2005-08-15,0.804894
2005-08-16,0.808898
2005-08-17,0.810734
2005-08-18,0.814531
2005-08-19,0.821558
2005-08-20,0.821558
2005-08-21,0.821558
2005-08-22,0.819827
2005-08-23,0.818096
2005-08-24,0.81937
2005-08-25,0.815295
2005-08-26,0.813173
2005-08-27,0.811392
2005-08-28,0.813504
2005-08-29,0.81357
2005-08-30,0.815694
2005-08-31,0.819907
2005-09-01,0.813835
2005-09-02,0.801828
2005-09-03,0.801828
2005-09-04,0.801828
2005-09-05,0.797544
2005-09-06,0.798594
2005-09-07,0.801507
2005-09-08,0.803568
2005-09-09,0.806679
2005-09-10,0.803891
2005-09-11,0.804667
2005-09-12,0.806094
2005-09-13,0.814498
2005-09-14,0.815096
2005-09-15,0.813835
2005-09-16,0.818364
2005-09-17,0.818632
2005-09-18,0.818465
2005-09-19,0.82149
2005-09-20,0.822335
2005-09-21,0.821456
2005-09-22,0.818331
2005-09-23,0.822538
2005-09-24,0.828295
2005-09-25,0.828295
2005-09-26,0.831152
2005-09-27,0.828569
2005-09-28,0.83375
2005-09-29,0.832605
2005-09-30,0.83212
2005-10-01,0.83212
2005-10-02,0.831497
2005-10-03,0.831013
2005-10-04,0.831013
2005-10-05,0.838856
2005-10-06,0.83626
2005-10-07,0.82464
2005-10-08,0.825287
2005-10-09,0.825457
2005-10-10,0.824504
2005-10-11,0.829979
2005-10-12,0.83375
2005-10-13,0.831393
2005-10-14,0.837276
2005-10-15,0.828397
2005-10-16,0.828123
2005-10-17,0.828123
2005-10-18,0.830599
2005-10-19,0.837626
2005-10-20,0.833872
2005-10-21,0.835596
2005-10-22,0.832674
2005-10-23,0.836645
2005-10-24,0.836855
2005-10-25,0.834603
2005-10-26,0.826515
2005-10-27,0.827558
2005-10-28,0.823621
2005-10-29,0.82713
2005-10-30,0.828535
2005-10-31,0.829084
2005-11-01,0.833785
2005-11-02,0.833854
2005-11-03,0.831186
2005-11-04,0.833247
2005-11-05,0.840354
2005-11-06,0.846632
2005-11-07,0.846919
2005-11-08,0.848392
2005-11-09,0.849979
2005-11-10,0.852115
2005-11-11,0.855505
2005-11-12,0.852261
2005-11-13,0.854226
2005-11-14,0.852115
2005-11-15,0.855176
2005-11-16,0.852824
2005-11-17,0.856238
2005-11-18,0.850883
2005-11-19,0.849293
2005-11-20,0.849293
2005-11-21,0.849149
2005-11-22,0.852043
2005-11-23,0.846776
2005-11-24,0.846346
2005-11-25,0.8496
2005-11-26,0.85306
2005-11-27,0.85419
2005-11-28,0.854445
2005-11-29,0.843989
2005-11-30,0.850123
2005-12-01,0.847961
2005-12-02,0.851898
2005-12-03,0.853424
2005-12-04,0.854737
2005-12-05,0.853424
2005-12-06,0.848428
2005-12-07,0.847853
2005-12-08,0.852915
2005-12-09,0.846203
2005-12-10,0.846561
2005-12-11,0.845773
2005-12-12,0.847601
2005-12-13,0.83668
2005-12-14,0.836785
2005-12-15,0.83375
2005-12-16,0.836155
2005-12-17,0.832466
2005-12-18,0.832466
2005-12-19,0.832466
2005-12-20,0.832761
2005-12-21,0.842602
2005-12-22,0.838702
2005-12-23,0.84207
2005-12-24,0.84207
2005-12-25,0.84207
2005-12-26,0.842886
2005-12-27,0.842886
2005-12-28,0.843811
2005-12-29,0.844131
2005-12-30,0.844167
2005-12-31,0.844167
2006-01-01,0.844488
2006-01-02,0.844559
2006-01-03,0.844559
2006-01-04,0.830944
2006-01-05,0.825253
2006-01-06,0.826003
2006-01-07,0.826003
2006-01-08,0.826003
2006-01-09,0.823825
2006-01-10,0.828603
2006-01-11,0.829394
2006-01-12,0.823961
2006-01-13,0.830634
2006-01-14,0.823621
2006-01-15,0.826003
2006-01-16,0.821862
2006-01-17,0.825389
2006-01-18,0.826617
2006-01-19,0.82631
2006-01-20,0.827369
2006-01-21,0.824097
2006-01-22,0.824029
2006-01-23,0.821153
2006-01-24,0.813603
2006-01-25,0.81586
2006-01-26,0.816627
2006-01-27,0.818498
2006-01-28,0.818498
2006-01-29,0.818498
2006-01-30,0.82672
2006-01-31,0.827643
2006-02-01,0.823486
2006-02-02,0.828329
2006-02-03,0.827506
2006-02-04,0.831566
2006-02-05,0.831947
2006-02-06,0.832137
2006-02-07,0.836085
2006-02-08,0.836503
2006-02-09,0.835981
2006-02-10,0.835145
2006-02-11,0.839948
2006-02-12,0.839173
2006-02-13,0.840689
2006-02-14,0.84023
2006-02-15,0.83861
2006-02-16,0.84207
2006-02-17,0.840089
2006-02-18,0.837486
2006-02-19,0.839913
2006-02-20,0.837311
2006-02-21,0.838082
2006-02-22,0.839032
2006-02-23,0.842388
2006-02-24,0.838891
2006-02-25,0.838891
2006-02-26,0.838891
2006-02-27,0.844666
2006-02-28,0.844488
2006-03-01,0.83724
2006-03-02,0.839173
2006-03-03,0.831186
2006-03-04,0.83212
2006-03-05,0.83212
2006-03-06,0.8285
2006-03-07,0.83212
2006-03-08,0.840477
2006-03-09,0.842999
2006-03-10,0.839627
2006-03-11,0.839595
2006-03-12,0.839595
2006-03-13,0.838399
2006-03-14,0.835596
2006-03-15,0.831929
2006-03-16,0.829016
2006-03-17,0.821456
2006-03-18,0.819874
2006-03-19,0.819874
2006-03-20,0.82149
2006-03-21,0.824131
2006-03-22,0.826515
2006-03-23,0.82826
2006-03-24,0.835492
2006-03-25,0.835492
2006-03-26,0.831013
2006-03-27,0.830875
2006-03-28,0.832016
2006-03-29,0.83316
2006-03-30,0.83129
2006-03-31,0.834615
2006-04-01,0.825491
2006-04-02,0.825321
2006-04-03,0.826207
2006-04-04,0.823893
2006-04-05,0.816227
2006-04-06,0.813504
2006-04-07,0.819807
2006-04-08,0.826925
2006-04-09,0.826173
2006-04-10,0.825542
2006-04-11,0.82631
2006-04-12,0.823004
2006-04-13,0.826293
2006-04-14,0.826293
2006-04-15,0.826293
2006-04-16,0.826293
2006-04-17,0.826293
2006-04-18,0.815694
2006-04-19,0.809553
2006-04-20,0.809454
2006-04-21,0.812117
2006-04-22,0.810406
2006-04-23,0.810307
2006-04-24,0.809323
2006-04-25,0.807754
2006-04-26,0.804894
2006-04-27,0.803181
2006-04-28,0.797734
2006-04-29,0.791484
2006-04-30,0.791484
2006-05-01,0.792487
2006-05-02,0.795767
2006-05-03,0.791546
2006-05-04,0.791421
2006-05-05,0.787805
2006-05-06,0.785762
2006-05-07,0.785762
2006-05-08,0.784745
2006-05-09,0.787805
2006-05-10,0.783883
2006-05-11,0.783914
2006-05-12,0.777363
2006-05-13,0.777363
2006-05-14,0.777363
2006-05-15,0.773605
2006-05-16,0.780732
2006-05-17,0.778513
2006-05-18,0.783791
2006-05-19,0.778028
2006-05-20,0.778028
2006-05-21,0.778028
2006-05-22,0.784344
2006-05-23,0.778028
2006-05-24,0.781586
2006-05-25,0.7833
2006-05-26,0.781158
2006-05-27,0.78533
2006-05-28,0.78533
2006-05-29,0.784837
2006-05-30,0.783929
2006-05-31,0.777726
2006-06-01,0.781082
2006-06-02,0.7822
2006-06-03,0.774204
2006-06-04,0.774473
2006-06-05,0.773022
2006-06-06,0.775104
2006-06-07,0.779332
2006-06-08,0.781708
2006-06-09,0.790858
2006-06-10,0.790717
2006-06-11,0.790717
2006-06-12,0.792267
2006-06-13,0.794281
2006-06-14,0.797194
2006-06-15,0.793714
2006-06-16,0.790701
2006-06-17,0.790952
2006-06-18,0.792205
2006-06-19,0.791797
2006-06-20,0.796321
2006-06-21,0.793934
2006-06-22,0.789796
2006-06-23,0.794976
2006-06-24,0.798658
2006-06-25,0.798658
2006-06-26,0.799392
2006-06-27,0.793021
2006-06-28,0.795134
2006-06-29,0.797289
2006-06-30,0.789484
2006-07-01,0.789453
2006-07-02,0.782473
2006-07-03,0.781891
2006-07-04,0.781036
2006-07-05,0.782258
2006-07-06,0.785793
2006-07-07,0.782963
2006-07-08,0.782779
2006-07-09,0.782779
2006-07-10,0.781219
2006-07-11,0.785207
2006-07-12,0.783668
2006-07-13,0.786473
2006-07-14,0.788162
2006-07-15,0.788239
2006-07-16,0.788239
2006-07-17,0.791421
2006-07-18,0.798339
2006-07-19,0.800865
2006-07-20,0.793383
2006-07-21,0.791484
2006-07-22,0.791515
2006-07-23,0.791515
2006-07-24,0.789141
2006-07-25,0.793053
2006-07-26,0.795102
2006-07-27,0.78604
2006-07-28,0.787867
2006-07-29,0.784437
2006-07-30,0.784437
2006-07-31,0.783853
2006-08-01,0.784006
2006-08-02,0.779606
2006-08-03,0.783453
2006-08-04,0.780884
2006-08-05,0.776428
2006-08-06,0.776428
2006-08-07,0.776187
2006-08-08,0.779757
2006-08-09,0.782381
2006-08-10,0.777242
2006-08-11,0.782136
2006-08-12,0.785947
2006-08-13,0.785824
2006-08-14,0.784899
2006-08-15,0.7857
2006-08-16,0.781769
2006-08-17,0.777892
2006-08-18,0.779499
2006-08-19,0.779636
2006-08-20,0.779636
2006-08-21,0.778907
2006-08-22,0.776895
2006-08-23,0.781006
2006-08-24,0.782534
2006-08-25,0.784881
